temperature,rainfall,humidity,yeild_apples
30.00,55.00,80.00,2830.00
38.00,44.00,70.00,2590.00
70.00,94.00,87.00,4291.00
37.00,51.00,33.00,2071.00
33.00,83.00,50.00,2872.00
67.00,45.00,63.00,2953.00
54.00,44.00,33.00,2217.00
74.00,97.00,52.00,3814.00
86.00,74.00,36.00,3320.00
52.00,93.00,90.00,4036.00
81.00,47.00,32.00,2686.00
86.00,97.00,53.00,4023.00
97.00,30.00,57.00,3061.00
86.00,48.00,44.00,2988.00
95.00,30.00,83.00,3471.00
79.00,91.00,91.00,4449.00
61.00,76.00,35.00,2939.00
42.00,82.00,32.00,2692.00
23.00,84.00,28.00,2356.00
79.00,44.00,92.00,3620.00
49.00,35.00,58.00,2400.00
25.00,29.00,99.00,2605.00
31.00,49.00,25.00,1803.00
87.00,81.00,38.00,3496.00
82.00,70.00,24.00,2980.00
59.00,34.00,35.00,2151.00
38.00,34.00,71.00,2427.00
79.00,61.00,64.00,3450.00
96.00,60.00,27.00,3075.00
77.00,36.00,29.00,2373.00
53.00,26.00,84.00,2744.00
86.00,36.00,90.00,3554.00
81.00,75.00,64.00,3734.00
29.00,84.00,62.00,3030.00
37.00,86.00,100.00,3840.00
56.00,61.00,81.00,3371.00
48.00,44.00,57.00,2529.00
53.00,72.00,97.00,3793.00
70.00,55.00,97.00,3759.00
88.00,27.00,98.00,3560.00
82.00,83.00,49.00,3639.00
98.00,36.00,28.00,2692.00
40.00,27.00,36.00,1738.00
57.00,65.00,40.00,2762.00
50.00,49.00,86.00,3144.00
60.00,59.00,29.00,2515.00
30.00,30.00,45.00,1785.00
100.00,59.00,30.00,3172.00
99.00,43.00,82.00,3752.00
39.00,52.00,25.00,1985.00
65.00,51.00,72.00,3182.00
60.00,72.00,90.00,3786.00
63.00,87.00,92.00,4138.00
27.00,43.00,66.00,2328.00
87.00,80.00,48.00,3648.00
65.00,94.00,41.00,3429.00
21.00,28.00,24.00,1248.00
77.00,91.00,81.00,4247.00
88.00,47.00,29.00,2747.00
46.00,54.00,78.00,3034.00
49.00,34.00,66.00,2518.00
73.00,37.00,51.00,2701.00
55.00,47.00,75.00,3001.00
39.00,58.00,43.00,2399.00
63.00,91.00,47.00,3445.00
24.00,77.00,25.00,2195.00
30.00,62.00,31.00,2123.00
82.00,99.00,21.00,3451.00
64.00,91.00,39.00,3325.00
80.00,96.00,82.00,4402.00
28.00,96.00,43.00,2907.00
53.00,85.00,94.00,3976.00
54.00,43.00,45.00,2403.00
82.00,79.00,62.00,3788.00
68.00,61.00,47.00,2985.00
98.00,70.00,60.00,3848.00
99.00,46.00,45.00,3177.00
20.00,58.00,42.00,2078.00
36.00,80.00,66.00,3138.00
100.00,36.00,76.00,3540.00
22.00,99.00,29.00,2627.00
26.00,49.00,66.00,2420.00
40.00,33.00,84.00,2662.00
49.00,21.00,54.00,2080.00
74.00,95.00,53.00,3795.00
99.00,81.00,67.00,4181.00
44.00,89.00,68.00,3462.00
42.00,30.00,68.00,2368.00
33.00,66.00,25.00,2141.00
21.00,41.00,24.00,1482.00
24.00,24.00,25.00,1241.00
32.00,42.00,71.00,2475.00
91.00,46.00,54.00,3202.00
63.00,44.00,42.00,2514.00
36.00,92.00,81.00,3609.00
35.00,91.00,34.00,2776.00
48.00,70.00,97.00,3677.00
26.00,88.00,99.00,3683.00
94.00,95.00,96.00,4846.00
67.00,52.00,55.00,2943.00
84.00,48.00,46.00,2990.00
36.00,56.00,43.00,2315.00
91.00,75.00,91.00,4353.00
76.00,58.00,33.00,2821.00
64.00,20.00,57.00,2353.00
54.00,82.00,31.00,2867.00
78.00,83.00,47.00,3541.00
29.00,86.00,61.00,3049.00
80.00,35.00,34.00,2488.00
87.00,99.00,74.00,4432.00
51.00,27.00,43.00,2033.00
55.00,54.00,76.00,3144.00
43.00,87.00,64.00,3342.00
93.00,79.00,69.00,4083.00
70.00,77.00,48.00,3322.00
25.00,22.00,30.00,1306.00
35.00,75.00,49.00,2743.00
92.00,95.00,59.00,4185.00
40.00,52.00,41.00,2273.00
72.00,62.00,59.00,3271.00
39.00,26.00,90.00,2622.00
49.00,91.00,96.00,4054.00
45.00,25.00,70.00,2360.00
23.00,27.00,40.00,1534.00
75.00,66.00,93.00,3969.00
24.00,94.00,46.00,2858.00
20.00,44.00,76.00,2404.00
64.00,78.00,62.00,3482.00
53.00,75.00,92.00,3762.00
64.00,96.00,31.00,3279.00
97.00,70.00,75.00,4087.00
74.00,45.00,53.00,2895.00
26.00,36.00,52.00,1948.00
82.00,97.00,29.00,3551.00
90.00,85.00,91.00,4517.00
61.00,83.00,67.00,3609.00
36.00,67.00,74.00,3040.00
31.00,88.00,55.00,3015.00
91.00,59.00,31.00,3045.00
33.00,99.00,27.00,2769.00
62.00,25.00,59.00,2445.00
48.00,62.00,73.00,3125.00
25.00,76.00,78.00,3094.00
53.00,28.00,36.00,1964.00
20.00,60.00,50.00,2250.00
98.00,50.00,56.00,3420.00
67.00,48.00,51.00,2803.00
49.00,34.00,62.00,2450.00
85.00,73.00,60.00,3694.00
99.00,92.00,22.00,3614.00
29.00,77.00,47.00,2649.00
55.00,70.00,22.00,2514.00
60.00,88.00,51.00,3411.00
68.00,20.00,88.00,2944.00
96.00,26.00,30.00,2514.00
57.00,88.00,71.00,3703.00
43.00,20.00,100.00,2748.00
86.00,80.00,23.00,3207.00
70.00,29.00,54.00,2560.00
32.00,76.00,82.00,3274.00
74.00,85.00,62.00,3768.00
31.00,36.00,23.00,1535.00
56.00,74.00,36.00,2840.00
45.00,54.00,20.00,2032.00
96.00,23.00,51.00,2817.00
78.00,74.00,88.00,4076.00
94.00,84.00,85.00,4461.00
50.00,83.00,51.00,3161.00
67.00,50.00,78.00,3298.00
79.00,43.00,86.00,3500.00
42.00,36.00,85.00,2765.00
91.00,84.00,42.00,3682.00
29.00,63.00,55.00,2533.00
100.00,95.00,33.00,3871.00
48.00,34.00,61.00,2417.00
37.00,97.00,67.00,3477.00
61.00,94.00,60.00,3688.00
21.00,86.00,78.00,3210.00
32.00,28.00,57.00,1985.00
36.00,70.00,66.00,2958.00
44.00,41.00,81.00,2819.00
82.00,49.00,52.00,3078.00
31.00,85.00,94.00,3624.00
35.00,73.00,79.00,3217.00
50.00,86.00,73.00,3589.00
26.00,65.00,69.00,2759.00
42.00,31.00,88.00,2726.00
23.00,92.00,91.00,3571.00
68.00,31.00,47.00,2445.00
92.00,80.00,35.00,3507.00
54.00,83.00,78.00,3684.00
69.00,68.00,59.00,3331.00
22.00,28.00,98.00,2522.00
63.00,49.00,81.00,3267.00
94.00,63.00,100.00,4338.00
71.00,55.00,22.00,2500.00
76.00,29.00,34.00,2316.00
85.00,85.00,31.00,3417.00
45.00,91.00,66.00,3480.00
97.00,70.00,51.00,3679.00
40.00,43.00,65.00,2519.00
89.00,41.00,88.00,3658.00
67.00,31.00,87.00,3109.00
57.00,99.00,51.00,3561.00
67.00,47.00,96.00,3550.00
55.00,78.00,63.00,3355.00
98.00,37.00,77.00,3543.00
21.00,98.00,36.00,2712.00
43.00,54.00,44.00,2408.00
32.00,25.00,93.00,2543.00
70.00,56.00,43.00,2859.00
40.00,62.00,55.00,2691.00
91.00,35.00,70.00,3276.00
50.00,86.00,99.00,4031.00
57.00,33.00,47.00,2305.00
52.00,84.00,73.00,3585.00
32.00,99.00,55.00,3229.00
100.00,56.00,69.00,3781.00
75.00,35.00,54.00,2748.00
26.00,81.00,75.00,3149.00
92.00,41.00,78.00,3536.00
60.00,99.00,51.00,3609.00
36.00,25.00,25.00,1451.00
100.00,58.00,83.00,4055.00
80.00,65.00,58.00,3436.00
28.00,51.00,75.00,2641.00
39.00,34.00,26.00,1678.00
76.00,50.00,36.00,2728.00
35.00,35.00,63.00,2261.00
72.00,24.00,49.00,2417.00
69.00,39.00,66.00,2928.00
98.00,62.00,51.00,3551.00
70.00,76.00,46.00,3270.00
90.00,23.00,53.00,2755.00
33.00,74.00,83.00,3271.00
78.00,20.00,80.00,2968.00
100.00,73.00,49.00,3747.00
74.00,76.00,67.00,3691.00
84.00,70.00,89.00,4117.00
63.00,90.00,24.00,3036.00
33.00,52.00,91.00,3011.00
32.00,53.00,44.00,2214.00
41.00,36.00,68.00,2460.00
73.00,35.00,54.00,2716.00
93.00,70.00,58.00,3734.00
56.00,30.00,54.00,2354.00
67.00,58.00,26.00,2558.00
61.00,25.00,43.00,2157.00
27.00,95.00,85.00,3587.00
70.00,25.00,28.00,2046.00
93.00,69.00,63.00,3801.00
28.00,53.00,53.00,2303.00
99.00,94.00,32.00,3820.00
52.00,79.00,73.00,3495.00
79.00,63.00,95.00,4013.00
27.00,88.00,24.00,2424.00
85.00,82.00,45.00,3601.00
85.00,91.00,32.00,3542.00
20.00,94.00,84.00,3440.00
22.00,81.00,82.00,3204.00
41.00,45.00,80.00,2826.00
39.00,57.00,30.00,2160.00
46.00,22.00,27.00,1591.00
23.00,76.00,62.00,2790.00
48.00,21.00,88.00,2642.00
48.00,55.00,52.00,2642.00
61.00,55.00,67.00,3105.00
47.00,25.00,46.00,1984.00
52.00,88.00,54.00,3334.00
99.00,94.00,51.00,4143.00
63.00,75.00,82.00,3752.00
56.00,42.00,87.00,3131.00
34.00,91.00,53.00,3083.00
81.00,62.00,86.00,3874.00
31.00,99.00,44.00,3026.00
50.00,57.00,98.00,3492.00
30.00,24.00,33.00,1473.00
70.00,75.00,58.00,3456.00
50.00,62.00,50.00,2766.00
70.00,88.00,79.00,4047.00
81.00,68.00,81.00,3897.00
91.00,94.00,50.00,3998.00
42.00,94.00,32.00,2908.00
57.00,51.00,76.00,3122.00
21.00,22.00,22.00,1106.00
39.00,34.00,66.00,2358.00
78.00,80.00,65.00,3793.00
54.00,50.00,79.00,3107.00
34.00,52.00,20.00,1820.00
28.00,92.00,30.00,2614.00
62.00,98.00,26.00,3198.00
95.00,45.00,69.00,3503.00
88.00,38.00,98.00,3758.00
48.00,31.00,32.00,1870.00
27.00,85.00,31.00,2489.00
35.00,85.00,47.00,2889.00
84.00,63.00,98.00,4144.00
90.00,74.00,97.00,4421.00
93.00,54.00,85.00,3905.00
61.00,37.00,99.00,3325.00
44.00,29.00,32.00,1770.00
60.00,43.00,79.00,3077.00
39.00,79.00,89.00,3559.00
90.00,51.00,65.00,3463.00
78.00,74.00,29.00,3073.00
97.00,46.00,39.00,3043.00
44.00,65.00,95.00,3489.00
69.00,82.00,35.00,3175.00
55.00,92.00,86.00,3998.00
58.00,51.00,63.00,2917.00
82.00,54.00,91.00,3831.00
75.00,49.00,53.00,2983.00
28.00,47.00,47.00,2093.00
78.00,52.00,98.00,3850.00
33.00,65.00,20.00,2038.00
88.00,28.00,34.00,2490.00
52.00,63.00,77.00,3275.00
44.00,23.00,63.00,2189.00
22.00,35.00,41.00,1679.00
67.00,50.00,55.00,2907.00
34.00,35.00,70.00,2364.00
37.00,32.00,76.00,2460.00
86.00,94.00,69.00,4241.00
70.00,61.00,48.00,3034.00
40.00,36.00,41.00,1985.00
34.00,71.00,30.00,2332.00
39.00,79.00,57.00,3015.00
47.00,72.00,28.00,2524.00
39.00,42.00,65.00,2485.00
54.00,50.00,51.00,2631.00
31.00,32.00,57.00,2041.00
92.00,94.00,33.00,3725.00
86.00,21.00,96.00,3386.00
83.00,53.00,75.00,3557.00
79.00,52.00,64.00,3288.00
39.00,98.00,88.00,3884.00
56.00,24.00,81.00,2705.00
83.00,52.00,68.00,3420.00
32.00,87.00,34.00,2656.00
50.00,53.00,52.00,2638.00
66.00,62.00,85.00,3617.00
33.00,91.00,45.00,2931.00
78.00,33.00,96.00,3474.00
38.00,27.00,67.00,2233.00
71.00,90.00,53.00,3657.00
77.00,90.00,29.00,3345.00
80.00,97.00,60.00,4046.00
37.00,65.00,89.00,3275.00
37.00,91.00,79.00,3573.00
32.00,47.00,72.00,2582.00
34.00,48.00,52.00,2292.00
97.00,37.00,79.00,3561.00
69.00,93.00,91.00,4325.00
20.00,50.00,68.00,2376.00
27.00,63.00,21.00,1923.00
87.00,68.00,87.00,4095.00
100.00,37.00,68.00,3422.00
70.00,29.00,53.00,2543.00
38.00,47.00,25.00,1879.00
82.00,90.00,42.00,3646.00
96.00,59.00,37.00,3227.00
60.00,52.00,29.00,2389.00
38.00,81.00,32.00,2610.00
72.00,66.00,23.00,2731.00
73.00,68.00,98.00,4058.00
86.00,41.00,41.00,2811.00
32.00,43.00,53.00,2187.00
78.00,68.00,47.00,3271.00
86.00,80.00,24.00,3224.00
25.00,79.00,38.00,2468.00
43.00,51.00,31.00,2133.00
33.00,63.00,80.00,3022.00
58.00,92.00,42.00,3298.00
93.00,82.00,26.00,3406.00
97.00,58.00,23.00,2987.00
69.00,70.00,68.00,3520.00
100.00,22.00,28.00,2472.00
48.00,82.00,86.00,3706.00
29.00,81.00,87.00,3401.00
97.00,90.00,70.00,4362.00
20.00,62.00,93.00,3017.00
40.00,83.00,27.00,2593.00
35.00,27.00,65.00,2151.00
38.00,86.00,21.00,2513.00
80.00,56.00,52.00,3172.00
43.00,49.00,35.00,2165.00
76.00,49.00,72.00,3322.00
24.00,30.00,79.00,2267.00
45.00,50.00,49.00,2453.00
53.00,63.00,90.00,3512.00
85.00,58.00,61.00,3441.00
50.00,48.00,54.00,2582.00
30.00,36.00,77.00,2437.00
40.00,42.00,81.00,2773.00
61.00,81.00,41.00,3131.00
95.00,32.00,80.00,3456.00
41.00,54.00,67.00,2767.00
98.00,35.00,24.00,2606.00
22.00,61.00,81.00,2827.00
49.00,51.00,85.00,3147.00
24.00,43.00,40.00,1838.00
21.00,21.00,24.00,1122.00
73.00,49.00,73.00,3291.00
84.00,96.00,78.00,4398.00
80.00,71.00,91.00,4105.00
65.00,27.00,78.00,2852.00
22.00,93.00,52.00,2910.00
31.00,71.00,52.00,2658.00
59.00,25.00,22.00,1768.00
56.00,63.00,52.00,2914.00
61.00,40.00,45.00,2461.00
58.00,100.00,22.00,3102.00
76.00,60.00,57.00,3265.00
64.00,50.00,57.00,2893.00
69.00,98.00,30.00,3378.00
43.00,29.00,68.00,2366.00
99.00,72.00,63.00,3951.00
37.00,70.00,68.00,3008.00
48.00,88.00,55.00,3287.00
62.00,34.00,83.00,3015.00
98.00,72.00,23.00,3255.00
79.00,47.00,46.00,2892.00
27.00,49.00,71.00,2521.00
50.00,77.00,22.00,2560.00
91.00,30.00,87.00,3475.00
38.00,100.00,79.00,3751.00
97.00,92.00,62.00,4262.00
93.00,70.00,94.00,4346.00
66.00,57.00,68.00,3238.00
51.00,67.00,44.00,2770.00
30.00,34.00,23.00,1483.00
32.00,100.00,70.00,3502.00
45.00,75.00,24.00,2478.00
52.00,63.00,89.00,3479.00
82.00,28.00,81.00,3193.00
55.00,44.00,45.00,2437.00
84.00,56.00,63.00,3423.00
94.00,84.00,65.00,4121.00
38.00,82.00,50.00,2934.00
98.00,24.00,36.00,2612.00
32.00,31.00,61.00,2107.00
68.00,49.00,72.00,3194.00
97.00,86.00,84.00,4528.00
37.00,41.00,62.00,2384.00
90.00,72.00,98.00,4402.00
99.00,20.00,81.00,3321.00
37.00,80.00,76.00,3324.00
96.00,24.00,79.00,3311.00
52.00,28.00,25.00,1761.00
69.00,67.00,40.00,2990.00
48.00,79.00,21.00,2547.00
58.00,36.00,72.00,2800.00
35.00,89.00,69.00,3335.00
46.00,54.00,76.00,3000.00
41.00,60.00,48.00,2552.00
76.00,71.00,80.00,3854.00
44.00,83.00,56.00,3150.00
46.00,88.00,40.00,3000.00
21.00,43.00,48.00,1926.00
58.00,20.00,44.00,2036.00
94.00,69.00,78.00,4072.00
71.00,43.00,33.00,2471.00
31.00,65.00,64.00,2754.00
68.00,99.00,78.00,4196.00
39.00,39.00,39.00,1989.00
34.00,80.00,94.00,3582.00
76.00,72.00,61.00,3549.00
87.00,97.00,96.00,4770.00
85.00,94.00,87.00,4531.00
77.00,63.00,88.00,3862.00
69.00,93.00,25.00,3203.00
82.00,100.00,59.00,4115.00
72.00,60.00,82.00,3626.00
52.00,74.00,43.00,2895.00
73.00,80.00,100.00,4308.00
44.00,70.00,54.00,2882.00
46.00,60.00,66.00,2938.00
61.00,60.00,83.00,3467.00
80.00,97.00,83.00,4437.00
90.00,77.00,84.00,4254.00
90.00,55.00,95.00,4045.00
74.00,93.00,72.00,4082.00
33.00,21.00,42.00,1620.00
69.00,74.00,78.00,3762.00
50.00,75.00,73.00,3391.00
91.00,46.00,86.00,3746.00
31.00,81.00,65.00,3059.00
80.00,83.00,50.00,3624.00
90.00,96.00,88.00,4664.00
66.00,54.00,86.00,3490.00
38.00,32.00,61.00,2221.00
36.00,80.00,78.00,3342.00
61.00,87.00,94.00,4140.00
66.00,45.00,23.00,2257.00
86.00,86.00,54.00,3842.00
38.00,60.00,50.00,2538.00
45.00,41.00,65.00,2563.00
50.00,66.00,49.00,2821.00
70.00,62.00,90.00,3766.00
93.00,38.00,89.00,3685.00
72.00,88.00,38.00,3382.00
79.00,25.00,60.00,2734.00
94.00,38.00,23.00,2579.00
59.00,95.00,63.00,3725.00
62.00,75.00,54.00,3260.00
88.00,40.00,22.00,2502.00
40.00,27.00,85.00,2571.00
72.00,86.00,61.00,3737.00
78.00,79.00,33.00,3231.00
43.00,47.00,90.00,3064.00
82.00,41.00,91.00,3597.00
22.00,41.00,86.00,2552.00
29.00,88.00,43.00,2779.00
32.00,99.00,65.00,3399.00
35.00,95.00,55.00,3205.00
48.00,21.00,96.00,2778.00
65.00,92.00,63.00,3767.00
34.00,40.00,83.00,2675.00
77.00,20.00,24.00,2000.00
55.00,25.00,37.00,1959.00
50.00,24.00,65.00,2337.00
33.00,51.00,70.00,2636.00
64.00,33.00,34.00,2196.00
20.00,58.00,48.00,2180.00
50.00,65.00,44.00,2718.00
58.00,33.00,33.00,2083.00
88.00,88.00,99.00,4675.00
50.00,22.00,57.00,2165.00
39.00,32.00,47.00,1999.00
100.00,92.00,66.00,4378.00
91.00,30.00,65.00,3101.00
56.00,41.00,20.00,1974.00
44.00,85.00,22.00,2608.00
35.00,53.00,85.00,2959.00
39.00,77.00,31.00,2537.00
100.00,22.00,70.00,3186.00
59.00,66.00,89.00,3645.00
52.00,52.00,46.00,2550.00
37.00,76.00,26.00,2402.00
78.00,71.00,59.00,3529.00
23.00,92.00,69.00,3197.00
80.00,22.00,68.00,2832.00
90.00,23.00,80.00,3214.00
91.00,24.00,40.00,2568.00
93.00,95.00,98.00,4864.00
29.00,30.00,81.00,2381.00
73.00,65.00,24.00,2746.00
63.00,33.00,50.00,2452.00
66.00,64.00,30.00,2718.00
34.00,68.00,77.00,3077.00
45.00,60.00,58.00,2786.00
78.00,33.00,53.00,2743.00
34.00,70.00,38.00,2450.00
60.00,20.00,23.00,1711.00
61.00,56.00,31.00,2511.00
75.00,79.00,81.00,3999.00
75.00,29.00,25.00,2147.00
56.00,54.00,26.00,2310.00
52.00,76.00,54.00,3118.00
97.00,30.00,90.00,3622.00
90.00,67.00,78.00,3972.00
76.00,38.00,57.00,2869.00
46.00,74.00,56.00,3020.00
82.00,74.00,23.00,3035.00
24.00,93.00,43.00,2789.00
57.00,28.00,39.00,2079.00
88.00,78.00,20.00,3152.00
59.00,73.00,69.00,3431.00
56.00,89.00,98.00,4164.00
37.00,84.00,33.00,2665.00
95.00,35.00,37.00,2779.00
39.00,77.00,81.00,3387.00
94.00,22.00,93.00,3481.00
66.00,67.00,100.00,3962.00
39.00,100.00,54.00,3342.00
52.00,60.00,32.00,2456.00
53.00,34.00,39.00,2123.00
86.00,30.00,59.00,2919.00
85.00,21.00,65.00,2843.00
32.00,95.00,67.00,3361.00
67.00,59.00,49.00,2967.00
80.00,43.00,38.00,2700.00
39.00,33.00,63.00,2289.00
77.00,53.00,44.00,2934.00
31.00,30.00,81.00,2413.00
20.00,59.00,20.00,1722.00
49.00,88.00,39.00,3031.00
62.00,52.00,78.00,3254.00
84.00,95.00,63.00,4125.00
57.00,78.00,88.00,3812.00
56.00,68.00,65.00,3225.00
23.00,89.00,94.00,3568.00
69.00,86.00,62.00,3706.00
74.00,31.00,54.00,2660.00
60.00,87.00,53.00,3427.00
47.00,62.00,41.00,2565.00
32.00,75.00,63.00,2933.00
87.00,20.00,35.00,2347.00
46.00,66.00,72.00,3148.00
59.00,28.00,62.00,2502.00
37.00,24.00,88.00,2520.00
49.00,35.00,51.00,2281.00
75.00,34.00,46.00,2594.00
39.00,81.00,89.00,3595.00
31.00,84.00,74.00,3266.00
56.00,82.00,22.00,2746.00
62.00,89.00,51.00,3461.00
30.00,38.00,76.00,2456.00
69.00,76.00,36.00,3084.00
92.00,58.00,100.00,4216.00
68.00,27.00,50.00,2424.00
40.00,64.00,92.00,3356.00
51.00,69.00,83.00,3469.00
79.00,61.00,43.00,3093.00
42.00,58.00,38.00,2362.00
52.00,24.00,97.00,2913.00
76.00,42.00,67.00,3111.00
74.00,44.00,56.00,2928.00
82.00,53.00,36.00,2878.00
65.00,98.00,36.00,3416.00
35.00,47.00,86.00,2868.00
50.00,78.00,66.00,3326.00
62.00,26.00,85.00,2905.00
27.00,30.00,69.00,2145.00
100.00,84.00,81.00,4489.00
36.00,52.00,41.00,2209.00
44.00,58.00,64.00,2836.00
45.00,22.00,91.00,2663.00
48.00,39.00,36.00,2082.00
57.00,61.00,69.00,3183.00
72.00,73.00,64.00,3554.00
21.00,32.00,41.00,1609.00
65.00,83.00,50.00,3384.00
53.00,87.00,28.00,2890.00
45.00,70.00,98.00,3646.00
76.00,28.00,41.00,2417.00
97.00,20.00,69.00,3085.00
34.00,59.00,93.00,3187.00
36.00,32.00,46.00,1934.00
73.00,55.00,52.00,3042.00
80.00,65.00,86.00,3912.00
94.00,59.00,93.00,4147.00
69.00,54.00,33.00,2637.00
35.00,21.00,96.00,2570.00
55.00,52.00,39.00,2479.00
52.00,87.00,91.00,3945.00
50.00,30.00,96.00,2972.00
45.00,77.00,33.00,2667.00
46.00,39.00,26.00,1880.00
87.00,43.00,100.00,3866.00
62.00,47.00,87.00,3317.00
56.00,99.00,33.00,3239.00
81.00,86.00,51.00,3711.00
54.00,34.00,93.00,3057.00
99.00,92.00,73.00,4481.00
38.00,93.00,20.00,2622.00
94.00,23.00,58.00,2904.00
75.00,86.00,90.00,4278.00
95.00,60.00,61.00,3637.00
52.00,96.00,41.00,3257.00
92.00,41.00,65.00,3315.00
42.00,44.00,34.00,2042.00
97.00,95.00,86.00,4724.00
99.00,73.00,50.00,3748.00
54.00,56.00,26.00,2314.00
41.00,77.00,58.00,3028.00
62.00,54.00,51.00,2831.00
81.00,23.00,34.00,2288.00
63.00,51.00,88.00,3422.00
80.00,87.00,94.00,4444.00
22.00,71.00,35.00,2225.00
71.00,91.00,90.00,4304.00
38.00,24.00,94.00,2638.00
62.00,74.00,99.00,4007.00
34.00,29.00,53.00,1967.00
66.00,87.00,39.00,3285.00
82.00,62.00,26.00,2870.00
66.00,41.00,85.00,3239.00
75.00,38.00,31.00,2411.00
53.00,95.00,43.00,3289.00
76.00,47.00,61.00,3099.00
29.00,77.00,54.00,2768.00
68.00,67.00,25.00,2719.00
94.00,42.00,90.00,3790.00
47.00,57.00,91.00,3325.00
26.00,44.00,32.00,1752.00
66.00,67.00,82.00,3656.00
90.00,95.00,93.00,4731.00
38.00,33.00,21.00,1559.00
71.00,55.00,70.00,3316.00
74.00,85.00,61.00,3751.00
99.00,73.00,67.00,4037.00
20.00,42.00,44.00,1824.00
73.00,98.00,50.00,3782.00
22.00,48.00,23.00,1607.00
96.00,26.00,66.00,3126.00
37.00,45.00,84.00,2830.00
60.00,75.00,21.00,2667.00
57.00,71.00,38.00,2836.00
63.00,61.00,55.00,3041.00
73.00,23.00,35.00,2177.00
42.00,38.00,20.00,1696.00
60.00,83.00,55.00,3389.00
24.00,85.00,58.00,2900.00
32.00,98.00,27.00,2735.00
56.00,22.00,21.00,1649.00
67.00,31.00,70.00,2820.00
83.00,96.00,20.00,3396.00
79.00,56.00,84.00,3700.00
72.00,93.00,60.00,3846.00
65.00,81.00,86.00,3960.00
20.00,82.00,100.00,3496.00
52.00,66.00,96.00,3652.00
99.00,66.00,84.00,4200.00
25.00,49.00,87.00,2761.00
74.00,69.00,45.00,3191.00
98.00,23.00,80.00,3342.00
54.00,83.00,26.00,2800.00
66.00,96.00,68.00,3940.00
78.00,71.00,23.00,2917.00
26.00,55.00,75.00,2681.00
46.00,47.00,93.00,3163.00
23.00,36.00,47.00,1815.00
58.00,60.00,58.00,2994.00
49.00,47.00,78.00,2956.00
88.00,41.00,84.00,3574.00
93.00,42.00,74.00,3502.00
95.00,51.00,81.00,3815.00
57.00,42.00,89.00,3181.00
98.00,90.00,75.00,4463.00
74.00,49.00,46.00,2848.00
43.00,35.00,24.00,1726.00
28.00,61.00,77.00,2855.00
66.00,49.00,100.00,3638.00
24.00,31.00,92.00,2506.00
51.00,91.00,51.00,3321.00
39.00,50.00,70.00,2714.00
57.00,65.00,76.00,3374.00
86.00,84.00,61.00,3925.00
50.00,50.00,51.00,2567.00
77.00,55.00,47.00,3021.00
44.00,92.00,30.00,2870.00
55.00,70.00,40.00,2820.00
23.00,58.00,87.00,2891.00
36.00,33.00,94.00,2768.00
79.00,24.00,29.00,2189.00
72.00,57.00,62.00,3232.00
25.00,67.00,44.00,2354.00
68.00,39.00,82.00,3184.00
98.00,44.00,90.00,3890.00
71.00,39.00,40.00,2518.00
63.00,49.00,49.00,2723.00
55.00,58.00,24.00,2332.00
27.00,73.00,75.00,3021.00
72.00,51.00,51.00,2937.00
74.00,22.00,27.00,2039.00
73.00,55.00,24.00,2566.00
70.00,80.00,73.00,3801.00
76.00,54.00,51.00,3055.00
22.00,30.00,46.00,1674.00
44.00,60.00,72.00,3008.00
81.00,44.00,44.00,2836.00
70.00,35.00,91.00,3297.00
90.00,31.00,42.00,2712.00
69.00,37.00,81.00,3147.00
46.00,98.00,66.00,3622.00
51.00,33.00,36.00,2022.00
53.00,77.00,95.00,3849.00
59.00,80.00,83.00,3795.00
37.00,30.00,40.00,1812.00
43.00,91.00,70.00,3516.00
29.00,71.00,75.00,3017.00
60.00,54.00,91.00,3479.00
30.00,58.00,64.00,2612.00
82.00,51.00,80.00,3590.00
79.00,41.00,28.00,2478.00
37.00,69.00,24.00,2242.00
48.00,85.00,56.00,3250.00
21.00,96.00,64.00,3152.00
39.00,37.00,42.00,2004.00
61.00,96.00,31.00,3231.00
99.00,97.00,70.00,4520.00
57.00,50.00,59.00,2815.00
50.00,46.00,42.00,2342.00
40.00,50.00,23.00,1931.00
22.00,37.00,83.00,2429.00
29.00,54.00,86.00,2898.00
76.00,59.00,29.00,2771.00
59.00,84.00,69.00,3629.00
49.00,58.00,71.00,3035.00
50.00,61.00,76.00,3190.00
27.00,60.00,52.00,2396.00
20.00,55.00,26.00,1752.00
21.00,94.00,88.00,3524.00
91.00,59.00,73.00,3759.00
20.00,55.00,57.00,2279.00
37.00,50.00,85.00,2937.00
50.00,43.00,56.00,2526.00
90.00,78.00,86.00,4306.00
56.00,86.00,92.00,4008.00
69.00,22.00,57.00,2469.00
88.00,87.00,87.00,4453.00
49.00,72.00,47.00,2879.00
60.00,42.00,41.00,2413.00
44.00,59.00,78.00,3092.00
39.00,25.00,87.00,2553.00
94.00,44.00,76.00,3588.00
38.00,69.00,81.00,3227.00
72.00,69.00,80.00,3754.00
22.00,95.00,51.00,2929.00
46.00,93.00,74.00,3668.00
89.00,45.00,75.00,3509.00
60.00,58.00,39.00,2667.00
72.00,76.00,73.00,3761.00
92.00,48.00,57.00,3305.00
90.00,67.00,20.00,2986.00
38.00,37.00,67.00,2413.00
79.00,93.00,28.00,3414.00
39.00,60.00,53.00,2605.00
78.00,49.00,70.00,3320.00
28.00,68.00,78.00,2998.00
27.00,82.00,46.00,2690.00
